title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable atmos.loadpoa.tavg-u-hxy-u.day.glb (Eday.loadpoa),743,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/743,day atmos CMIP6,loadpoa_tavg-u-hxy-u,atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol_particles,,area: areacella,area: time: mean,The total dry mass of primary particulate organic aerosol particles per unit area.,longitude latitude time,day,Load of Dry Aerosol Primary Organic Matter,atmos,,,glb,kg m-2,CMIP6 CMOR variable,,,,,,
Variable atmos.loadoa.tavg-u-hxy-u.day.glb (Eday.loadoa),742,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/742,day atmos CMIP6 UKESM1 approved,loadoa_tavg-u-hxy-u,atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles,,area: areacella,area: time: mean,atmosphere dry organic content: This is the vertically integrated sum of atmosphere_primary_organic_content and atmosphere_secondary_organic_content (see next two table entries).,longitude latitude time,day,Load of Dry Aerosol Organic Matter,atmos,,,glb,kg m-2,CMIP6 CMOR variable,,,m01s38i531[lbproc=128],m01s38i531[lbproc=128],,kg m-2
Variable atmos.loadno3.tavg-u-hxy-u.day.glb (Eday.loadno3),741,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/741,day atmos CMIP6,loadno3_tavg-u-hxy-u,atmosphere_mass_content_of_nitrate_dry_aerosol_particles,,area: areacella,area: time: mean,The total dry mass of nitrate aerosol particles per unit area.,longitude latitude time,day,Load of NO3,atmos,,,glb,kg m-2,CMIP6 CMOR variable,,,,,,
Variable atmos.loadnh4.tavg-u-hxy-u.day.glb (Eday.loadnh4),740,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/740,day atmos CMIP6,loadnh4_tavg-u-hxy-u,atmosphere_mass_content_of_ammonium_dry_aerosol_particles,,area: areacella,area: time: mean,The total dry mass of ammonium aerosol particles per unit area.,longitude latitude time,day,Load of NH4,atmos,,,glb,kg m-2,CMIP6 CMOR variable,,,,,,
Variable atmos.loaddust.tavg-u-hxy-u.day.glb (Eday.loaddust),739,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/739,day atmos CMIP6 UKESM1 HadGEM3-GC31 approved,loaddust_tavg-u-hxy-u,atmosphere_mass_content_of_dust_dry_aerosol_particles,,area: areacella,area: time: mean,The total dry mass of dust aerosol particles per unit area.,longitude latitude time,day,Load of Dust,atmos,,,glb,kg m-2,CMIP6 CMOR variable,"calc_loaddust(m01s17i257[lbproc=128], m01s50i255[lbproc=128])","calc_loaddust(m01s17i257[lbproc=128], m01s50i255[lbproc=128])","calc_loaddust(m01s17i257[lbproc=128], m01s50i255[lbproc=128])","calc_loaddust(m01s17i257[lbproc=128], m01s50i255[lbproc=128])",,kg m-2
Variable atmos.loadbc.tavg-u-hxy-u.day.glb (Eday.loadbc),738,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/738,day atmos CMIP6 UKESM1 approved,loadbc_tavg-u-hxy-u,atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles,,area: areacella,area: time: mean,The total dry mass of black carbon aerosol particles per unit area.,longitude latitude time,day,Load of Black Carbon Aerosol,atmos,,,glb,kg m-2,CMIP6 CMOR variable,,,m01s38i525[lbproc=128],m01s38i525[lbproc=128],,kg m-2
Variable land.laiVgt.tavg-u-hxy-multi.day.glb (Eday.laiVgt),737,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/737,day land do-not-produce,laiVgt_tavg-u-hxy-multi,leaf_area_index,Not present,area: areacella,area: time: mean where sector,A ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.,longitude latitude vegtype time,day,Leaf Area Index on Vegetation type,land,,,glb,1,New,,,,,,
Variable land.lai.tavg-u-hxy-lnd.day.glb (Eday.lai),736,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/736,day land CMIP6 UKESM1 do-not-produce,lai_tavg-u-hxy-lnd,leaf_area_index,,area: areacella,area: mean where land time: mean,A ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.,longitude latitude time,day,Leaf Area Index,land,,,glb,1,CMIP6 CMOR variable,,,,,,
Variable atmos.jpdftaureliqmodis.tavg-u-hxy-u.day.glb (Eday.jpdftaureliqmodis),735,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/735,day atmos CMIP6 UKESM1 HadGEM3-GC31 do-not-produce,jpdftaureliqmodis_tavg-u-hxy-u,modis_cloud_area_fraction,"""standard_name"" was ""cloud_area_fraction_in_atmosphere_layer""; ; ""comment"" was ""Joint probability distribution function, giving probability of cloud as a function of optical thickness and particle size, as measured by MODIS. For liquid cloud particles."";",area: areacella,area: time: mean,"MODIS Optical Thickness-Particle Size joint distribution, liquid",longitude latitude effectRadLi tau time,day,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",atmos,,,glb,%,CMIP6 CMOR variable,"jpdftaure_divide_by_mask(m01s02i468[lbproc=128], m01s02i330[lbproc=128])","jpdftaure_divide_by_mask(m01s02i468[lbproc=128], m01s02i330[lbproc=128])","jpdftaure_divide_by_mask(m01s02i468[lbproc=128], m01s02i330[lbproc=128])","jpdftaure_divide_by_mask(m01s02i468[lbproc=128], m01s02i330[lbproc=128])",,1
Variable atmos.jpdftaureicemodis.tavg-u-hxy-u.day.glb (Eday.jpdftaureicemodis),734,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/734,day atmos CMIP6 UKESM1 HadGEM3-GC31 do-not-produce,jpdftaureicemodis_tavg-u-hxy-u,modis_cloud_area_fraction,"""comment"" was ""Joint probability distribution function, giving probability of cloud as a function of optical thickness and particle size, as measured by MODIS. For cloud ice particles.""; ; ""standard_name"" was ""cloud_area_fraction_in_atmosphere_layer"";",area: areacella,area: time: mean,"MODIS Optical Thickness-Particle Size joint distribution, ice",longitude latitude effectRadIc tau time,day,"MODIS Joint Distribution of Optical Thickness and Particle Size, Ice",atmos,,,glb,%,CMIP6 CMOR variable,"jpdftaure_divide_by_mask(m01s02i469[lbproc=128], m01s02i330[lbproc=128])","jpdftaure_divide_by_mask(m01s02i469[lbproc=128], m01s02i330[lbproc=128])","jpdftaure_divide_by_mask(m01s02i469[lbproc=128], m01s02i330[lbproc=128])","jpdftaure_divide_by_mask(m01s02i469[lbproc=128], m01s02i330[lbproc=128])",,1
Variable atmos.intvaw.tavg-u-hxy-u.day.glb (Eday.intvaw),733,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/733,day atmos UKESM1 HadGEM3-GC31 approved,intvaw_tavg-u-hxy-u,northward_atmosphere_water_transport_across_unit_distance,Not present,area: areacella,area: time: mean,Vertically integrated northward moisture transport (Mass_weighted_vertical integral of the product of northward wind by total water mass per unit mass),longitude latitude time,day,Vertically Integrated Northward Moisture Transport,atmos,,,glb,kg m-1 s-1,New,m01s30i463[lbproc=128],m01s30i463[lbproc=128],m01s30i463[lbproc=128],m01s30i463[lbproc=128],,kg m-1 s-1
Variable atmos.intvadse.tavg-u-hxy-u.day.glb (Eday.intvadse),732,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/732,day atmos UKESM1 HadGEM3-GC31 approved,intvadse_tavg-u-hxy-u,northward_atmosphere_dry_static_energy_transport_across_unit_distance,Not present,area: areacella,area: time: mean,Vertically integrated northward dry static energy transport (cp.T +zg).v (Mass_weighted_vertical integral of the product of northward wind by dry static_energy per mass unit),longitude latitude time,day,Vertically Integrated Northward Dry Static Energy Transport,atmos,,,glb,MJ m-1 s-1,New,SPECIFIC_HEAT_OF_DRY_AIR * m01s30i426[lbproc=128] + m01s30i423[lbproc=128],SPECIFIC_HEAT_OF_DRY_AIR * m01s30i426[lbproc=128] + m01s30i423[lbproc=128],SPECIFIC_HEAT_OF_DRY_AIR * m01s30i426[lbproc=128] + m01s30i423[lbproc=128],SPECIFIC_HEAT_OF_DRY_AIR * m01s30i426[lbproc=128] + m01s30i423[lbproc=128],,J m-1 s-1
Variable atmos.intuaw.tavg-u-hxy-u.day.glb (Eday.intuaw),731,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/731,day atmos UKESM1 HadGEM3-GC31 approved,intuaw_tavg-u-hxy-u,eastward_atmosphere_water_transport_across_unit_distance,Not present,area: areacella,area: time: mean,Vertically integrated eastward moisture transport (Mass weighted vertical integral of the product of eastward wind by total water mass per unit mass),longitude latitude time,day,Vertically Integrated Eastward Moisture Transport,atmos,,,glb,kg m-1 s-1,New,m01s30i462[lbproc=128],m01s30i462[lbproc=128],m01s30i462[lbproc=128],m01s30i462[lbproc=128],,kg m-1 s-1
Variable atmos.intuadse.tavg-u-hxy-u.day.glb (Eday.intuadse),730,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/730,day atmos UKESM1 HadGEM3-GC31 approved,intuadse_tavg-u-hxy-u,eastward_atmosphere_dry_static_energy_transport_across_unit_distance,Not present,area: areacella,area: time: mean,Vertically integrated eastward dry static energy transport (cp.T +zg).v (Mass_weighted_vertical integral of the product of eastward wind by dry static_energy per mass unit),longitude latitude time,day,Vertically Integrated Eastward Dry Static Energy Transport,atmos,,,glb,MJ m-1 s-1,New,SPECIFIC_HEAT_OF_DRY_AIR * m01s30i425[lbproc=128] + m01s30i422[lbproc=128],SPECIFIC_HEAT_OF_DRY_AIR * m01s30i425[lbproc=128] + m01s30i422[lbproc=128],SPECIFIC_HEAT_OF_DRY_AIR * m01s30i425[lbproc=128] + m01s30i422[lbproc=128],SPECIFIC_HEAT_OF_DRY_AIR * m01s30i425[lbproc=128] + m01s30i422[lbproc=128],,J m-1 s-1
Variable atmos.hurs.tmin-h2m-hxy-crp.day.glb (Eday.hursminCrop),728,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/728,day atmos CMIP6 UKESM1 HadGEM3-GC31 approved,hurs_tmin-h2m-hxy-crp,relative_humidity,"""dimensions"" was ""longitude latitude time height2m""; ; ""cell_methods"" was ""area: mean where crops time: minimum"";",area: areacella,area: mean where crops time: minimum,"The relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",longitude latitude time height2m,day,Daily Minimum Near-Surface Relative Humidity over Crop Tile,atmos,,,glb,%,CMIP6 CMOR variable,m01s03i245[lbproc=4096],m01s03i245[lbproc=4096],m01s03i245[lbproc=4096],m01s03i245[lbproc=4096],,%
Variable atmos.hfdsnb.tavg-u-hxy-lnd.day.glb (Eday.hfdsnb),727,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/727,day atmos CMIP6 do-not-produce,hfdsnb_tavg-u-hxy-lnd,downward_heat_flux_at_ground_level_in_snow,"""comment"" was ""Heat flux from snow into the ice or land under the snow."";",area: areacella,area: mean where land time: mean,Downward heat flux at snow botton,longitude latitude time,day,Downward Heat Flux at Snow Base,atmos,down,,glb,W m-2,CMIP6 CMOR variable,,,,,,
Variable landIce.hfdsn.tavg-u-hxy-lnd.day.glb (Eday.hfdsn),726,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/726,day landIce CMIP6 UKESM1 HadGEM3-GC31 approved,hfdsn_tavg-u-hxy-lnd,surface_downward_heat_flux_in_snow,"""comment"" was ""the net downward heat flux from the atmosphere into the snow that lies on land divided by the land area in the grid cell; reported as 0.0 for snow-free land regions or where the land fraction is 0.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,Downward heat flux at snow top,longitude latitude time,day,Downward Heat Flux into Snow Where Land over Land,landIce land,down,,glb,W m-2,CMIP6 CMOR variable,m01s08i202[lbproc=128],m01s08i202[lbproc=128],m01s08i202[lbproc=128],m01s08i202[lbproc=128],,W m-2
Variable land.gppVgt.tavg-u-hxy-multi.day.glb (Eday.gppVgt),725,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/725,day land do-not-produce,gppVgt_tavg-u-hxy-multi,gross_primary_productivity_of_biomass_expressed_as_carbon,Not present,area: areacella,area: time: mean where sector,"The rate of synthesis of biomass from inorganic precursors by autotrophs (""producers"") expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. Reported on land-use tiles.",longitude latitude vegtype time,day,Gross Primary Production on Vegetation type as Carbon Mass Flux [kgC m-2 s-1],land,,,glb,kg m-2 s-1,New,,,,,,
Variable atmosChem.flashrate.tavg-u-hxy-u.day.glb (Eday.flashrate),724,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/724,day atmosChem approved_UKESM,flashrate_tavg-u-hxy-u,frequency_of_lightning_flashes_per_unit_area,Not present,area: areacella,area: time: mean,Lightning Flash Rate,longitude latitude time,day,Lightning Flash Rate,atmosChem,,frequency of lightning flashes per unit area,glb,km-2 s-1,New,,,div_by_area(m01s50i082[lbproc=128]),div_by_area(m01s50i082[lbproc=128]),,m-2 min-1
Variable land.evspsblveg.tavg-u-hxy-u.day.glb (Eday.evspsblveg),723,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/723,day land approved,evspsblveg_tavg-u-hxy-u,water_evaporation_flux_from_canopy,Not present,area: areacella,area: time: mean,The same as the current variable evspsblveg but defined on daily timescales.,longitude latitude time,day,Water evaporation from canopy,land,up,,glb,kg m-2 s-1,New,m01s03i297[lbproc=128] * m01s00i505,m01s03i297[lbproc=128] * m01s00i505,m01s03i297[lbproc=128] * m01s00i505,m01s03i297[lbproc=128] * m01s00i505,,kg m-2 s-1
Variable land.evspsblsoi.tavg-u-hxy-u.day.glb (Eday.evspsblsoi),722,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/722,day land approved,evspsblsoi_tavg-u-hxy-u,water_evaporation_flux_from_soil,Not present,area: areacella,area: time: mean,"Water evaporation flux from soil but for daily averages i.e., the evspsblsoi variable, which is only currently defined for monthly averages",longitude latitude time,day,Water Evaporation from Soil,land,up,,glb,kg m-2 s-1,New,(m01s03i296[lbproc=128] + m01s03i298[lbproc=128] - m01s03i539[lbproc=128]) * m01s00i505,(m01s03i296[lbproc=128] + m01s03i298[lbproc=128] - m01s03i539[lbproc=128]) * m01s00i505,(m01s03i296[lbproc=128] + m01s03i298[lbproc=128] - m01s03i539[lbproc=128]) * m01s00i505,(m01s03i296[lbproc=128] + m01s03i298[lbproc=128] - m01s03i539[lbproc=128]) * m01s00i505,,kg m-2 s-1
Variable land.evspsblpot.tavg-u-hxy-lnd.day.glb (Eday.evspsblpot),721,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/721,day land CMIP6 UKESM1 HadGEM3-GC31 approved,evspsblpot_tavg-u-hxy-lnd,water_potential_evaporation_flux,"""comment"" was ""at surface; potential flux of water into the atmosphere due to conversion of both liquid and solid phases to vapor (from underlying surface and vegetation)"";",area: areacella,area: mean where land time: mean,water_potential_evapotranspiration_flux,longitude latitude time,day,Potential Evapotranspiration,land,,,glb,kg m-2 s-1,CMIP6 CMOR variable,m01s03i334[lbproc=128],m01s03i334[lbproc=128],m01s03i334[lbproc=128],m01s03i334[lbproc=128],,kg m-2 s-1
Variable atmos.evspsbl.tavg-u-hxy-lnd.day.glb (Eday.evspsbl),720,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/720,question day land CMIP6 UKESM1 HadGEM3-GC31 approved,evspsbl_tavg-u-hxy-lnd,water_evapotranspiration_flux,,area: areacella,area: mean where land time: mean,Evaporation at surface (also known as evapotranspiration): flux of water into the atmosphere due to conversion of both liquid and solid phases to vapor (from underlying surface and vegetation),longitude latitude time,day,Evaporation Including Sublimation and Transpiration,atmos land,,,glb,kg m-2 s-1,CMIP6 CMOR variable,m01s03i223[lbproc=128],m01s03i223[lbproc=128],m01s03i223[lbproc=128],m01s03i223[lbproc=128],,kg m-2 s-1
Variable land.esn.tavg-u-hxy-lnd.day.glb (Eday.esn),719,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/719,day land CMIP6 do-not-produce,esn_tavg-u-hxy-lnd,water_evapotranspiration_flux,"""comment"" was ""Water here means water in all phases. Evaporation is the conversion of liquid or solid into vapor. (The conversion of solid alone into vapor is called 'sublimation'.) In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics. Unless indicated in the cell_methods attribute, a quantity is assumed to apply to the whole area of each horizontal grid box. Previously, the qualifier where_type was used to specify that the quantity applies only to the part of the grid box of the named type. Names containing the where_type qualifier are deprecated and newly created data should use the cell_methods attribute to indicate the horizontal area to which the quantity applies."";",area: areacella,area: mean where snow (on land only) time: mean,The flux due to conversion of liquid or solid water into vapor at the surface where there is snow on land,longitude latitude time,day,Snow Evaporation,land,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land time: mean CMIP7:area: mean where snow (on land only) time: mean,",glb,kg m-2 s-1,CMIP6 CMOR variable,,,,,,
Variable land.dsw.tavg-u-hxy-lnd.day.glb (Eday.dsw),718,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/718,day land CMIP6 do-not-produce,dsw_tavg-u-hxy-lnd,change_over_time_in_land_water_amount,"""comment"" was ""The phrase 'land_water_amount', often known as 'Terrestrial Water Storage', includes: surface liquid water (water in rivers, wetlands, lakes, reservoirs, rainfall intercepted by the canopy); surface ice and snow (glaciers, ice caps, grounded ice sheets not displacing sea water, river and lake ice, other surface ice such as frozen flood water, snow lying on the surface and intercepted by the canopy); subsurface water (liquid and frozen soil water, groundwater)."";",area: areacella,area: mean where land time: mean,Change in Surface Water Storage,longitude latitude time,day,Change in Surface Water Storage,land,,,glb,kg m-2,CMIP6 CMOR variable,,,,,,
Variable land.dsn.tavg-u-hxy-lnd.day.glb (Eday.dsn),717,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/717,day land CMIP6 do-not-produce,dsn_tavg-u-hxy-lnd,change_over_time_in_amount_of_ice_and_snow_on_land,"""comment"" was ""Change in time of the mass per unit area of ice in glaciers, ice caps, ice sheets and shelves, river and lake ice, any other ice on a land surface, such as frozen flood water, and snow lying on such ice or on the land surface."";",area: areacella,area: mean where land time: mean,Change in Snow Water Equivalent,longitude latitude time,day,Change in Snow Water Equivalent,land,,,glb,kg m-2,CMIP6 CMOR variable,,,,,,
Variable land.dslw.tavg-u-hxy-lnd.day.glb (Eday.dslw),716,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/716,day land CMIP6 do-not-produce,dslw_tavg-u-hxy-lnd,change_over_time_in_mass_content_of_water_in_soil,"""comment"" was ""The phrase 'change_over_time_in_X' means change in a quantity X over a time-interval, which should be defined by the bounds of the time coordinate. 'Content' indicates a quantity per unit area. The mass content of water in soil refers to the vertical integral from the surface down to the bottom of the soil model. For the content between specified levels in the soil, standard names including 'content_of_soil_layer' are used. 'Water' means water in all phases."";",area: areacella,area: mean where land time: mean,Change in Soil Moisture,longitude latitude time,day,Change in Soil Moisture,land,,,glb,kg m-2,CMIP6 CMOR variable,,,,,,
Variable land.drivw.tavg-u-hxy-lnd.day.glb (Eday.drivw),715,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/715,day land CMIP6 do-not-produce,drivw_tavg-u-hxy-lnd,change_over_time_in_river_water_amount,"""comment"" was ""Change over time of the mass of water per unit area in the fluvial system (stream and floodplain)."";",area: areacellr,area: mean where land time: mean,Change in River Storage,longitude latitude time,day,Change in River Storage,land,,,glb,kg m-2,CMIP6 CMOR variable,,,,,,
Variable land.dgw.tavg-u-hxy-lnd.day.glb (Eday.dgw),714,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/714,day land CMIP6 do-not-produce,dgw_tavg-u-hxy-lnd,change_over_time_in_groundwater_amount,"""comment"" was ""Groundwater is subsurface water below the depth of the water table."";",area: areacellr,area: mean where land time: mean,change_over_time_in_groundwater,longitude latitude time,day,Change in Groundwater,land,,,glb,kg m-2,CMIP6 CMOR variable,,,,,,
Variable land.dcw.tavg-u-hxy-lnd.day.glb (Eday.dcw),713,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/713,day land CMIP6 do-not-produce,dcw_tavg-u-hxy-lnd,change_over_time_in_canopy_water_amount,"""comment"" was ""The phrase 'change_over_time_in_X' means change in a quantity X over a time-interval, which should be defined by the bounds of the time coordinate. 'Canopy' means the plant or vegetation canopy. Canopy water is the water on the canopy. 'Water' means water in all phases, including frozen, i.e. ice and snow. 'Amount' means mass per unit area."";",area: areacella,area: mean where land time: mean,change_over_time_in_canopy_water_amount,longitude latitude time,day,Change in Interception Storage,land,,,glb,kg m-2,CMIP6 CMOR variable,,,,,,
Variable atmos.clwvic.tavg-u-hxy-u.day.glb (Eday.clwvic),712,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/712,day atmos CMIP6 UKESM1 HadGEM3-GC31 approved,clwvic_tavg-u-hxy-u,atmosphere_mass_content_of_convective_cloud_condensed_water,,area: areacella,area: time: mean,calculate mass of convective condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,longitude latitude time,day,Convective Condensed Water Path,atmos,,,glb,kg m-2,CMIP6 CMOR variable,m01s02i395[lbproc=128] + m01s02i396[lbproc=128],m01s02i395[lbproc=128] + m01s02i396[lbproc=128],m01s02i395[lbproc=128] + m01s02i396[lbproc=128],m01s02i395[lbproc=128] + m01s02i396[lbproc=128],,kg m-2
Variable atmos.clt.tavg-u-hxy-lnd.day.glb (Eday.clt),711,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/711,day atmos CMIP6 UKESM1 HadGEM3-GC31 approved,clt_tavg-u-hxy-lnd,cloud_area_fraction,"""comment"" was ""Total cloud area fraction (reported as a percentage) for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud."";",area: areacella,area: mean where land time: mean,Total cloud fraction,longitude latitude time,day,Total Cloud Cover Percentage,atmos,,,glb,%,CMIP6 CMOR variable,m01s02i204[lbproc=128],m01s02i204[lbproc=128],m01s02i204[lbproc=128],m01s02i204[lbproc=128],,1
Variable atmos.clivic.tavg-u-hxy-u.day.glb (Eday.clivic),710,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/710,day atmos CMIP6 UKESM1 HadGEM3-GC31 approved,clivic_tavg-u-hxy-u,atmosphere_mass_content_of_convective_cloud_ice,,area: areacella,area: time: mean,calculate mass of convective ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). This includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,longitude latitude time,day,Convective Ice Water Path,atmos,,,glb,kg m-2,CMIP6 CMOR variable,m01s02i396[lbproc=128],m01s02i396[lbproc=128],m01s02i396[lbproc=128],m01s02i396[lbproc=128],,kg m-2
Variable atmos.cldnvi.tavg-u-hxy-u.day.glb (Eday.cldnvi),709,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/709,day atmos CMIP6 UKESM1 HadGEM3-GC31 approved,cldnvi_tavg-u-hxy-u,atmosphere_number_content_of_cloud_droplets,,area: areacella,area: time: mean,"Droplets are liquid only. Values are weighted by liquid cloud fraction in each layer when vertically integrating, and for monthly means the samples are weighted by total liquid cloud fraction (as seen from TOA).",longitude latitude time,day,Column Integrated Cloud Droplet Number,atmos,,,glb,m-2,CMIP6 CMOR variable,m01s01i280[lbproc=128] / m01s01i281[lbproc=128],m01s01i280[lbproc=128] / m01s01i281[lbproc=128],m01s01i280[lbproc=128] / m01s01i281[lbproc=128],m01s01i280[lbproc=128] / m01s01i281[lbproc=128],,m-2
Variable atmos.cldnci.tavg-u-hxy-cl.day.glb (Eday.cldnci),708,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/708,day atmos CMIP6 do-not-produce,cldnci_tavg-u-hxy-cl,number_concentration_of_ice_crystals_in_air_at_ice_cloud_top,,area: areacella,"area: time: mean where cloud (mean over the portion of the cell containing ice topped cloud, as seen from top of atmosphere)","Concentration 'as seen from space' over ice-cloud portion of grid cell. This is the value from uppermost model layer with ice cloud or, if available, it is the sum over all ice cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total ice cloud top fraction (as seen from TOA) of each time sample when computing monthly mean.",longitude latitude time,day,Ice Crystal Number Concentration of Cloud Tops,atmos,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: time: mean where cloud (mean over the portion of the cell containing ice topped cloud, as seen from top of atmosphere),",glb,m-3,CMIP6 CMOR variable,,,,,,
Variable aerosol.ccldncl.tavg-u-hxy-ccl.day.glb (Eday.ccldncl),707,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/707,day atmos CMIP6 UKESM1 HadGEM3-GC31 approved,ccldncl_tavg-u-hxy-ccl,number_concentration_of_convective_cloud_liquid_water_particles_at_convective_liquid_water_cloud_top,"""standard_name"" was ""number_concentration_of_convective_cloud_liquid_water_particle_at_convective_liquid_water_cloud_top"";",area: areacella,"area: time: mean where convective_cloud (mean over the portion of the cell containing liquid topped cloud, as seen from top of atmosphere)","Droplets are liquid only. Report concentration 'as seen from space' over convective liquid cloudy portion of grid cell. This is the value from uppermost model layer with liquid cloud or, if available, it is better to sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total liquid cloud top fraction of (as seen from TOA) each time sample when computing monthly mean.",longitude latitude time,day,Cloud Droplet Number Concentration of Convective Cloud Tops,aerosol atmos atmosChem,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: time: mean where convective_cloud (mean over the portion of the cell containing liquid topped cloud, as seen from top of atmosphere),",glb,m-3,CMIP6 CMOR variable,"mask_using_cube(m01s01i298[lbproc=128] / m01s01i299[lbproc=128], m01s02i395[lbproc=128] + m01s02i396[lbproc=128])","mask_using_cube(m01s01i298[lbproc=128] / m01s01i299[lbproc=128], m01s02i395[lbproc=128] + m01s02i396[lbproc=128])","mask_using_cube(m01s01i298[lbproc=128] / m01s01i299[lbproc=128], m01s02i395[lbproc=128] + m01s02i396[lbproc=128])","mask_using_cube(m01s01i298[lbproc=128] / m01s01i299[lbproc=128], m01s02i395[lbproc=128] + m01s02i396[lbproc=128])",,cm-3
Variable atmos.wap.tpt-p6-hxy-air.3hr.glb (E3hrPt.wap6),706,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/706,3hr atmos UKESM1 HadGEM3-GC31 approved,wap_tpt-p6-hxy-air,lagrangian_tendency_of_air_pressure,Not present,area: areacella,area: mean where air time: point,Omega (=dp/dt) on 6 pressure levels in the lower troposphere,longitude latitude plev6 time1,3hr,Omega (=dp/dt),atmos,,950 hPa to 700 hPa with an interval of 50h Pa for vertical layers (6 vertical layers),glb,Pa s-1,New,"m01s30i298[blev=PLEV6, lbproc=0] / m01s30i304[blev=PLEV6, lbproc=0]","m01s30i298[blev=PLEV6, lbproc=0] / m01s30i304[blev=PLEV6, lbproc=0]","m01s30i298[blev=PLEV6, lbproc=0] / m01s30i304[blev=PLEV6, lbproc=0]","m01s30i298[blev=PLEV6, lbproc=0] / m01s30i304[blev=PLEV6, lbproc=0]",,Pa s-1
