title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,HadGEM3-GC31,HadGEM3-GC5,Model units,UKESM1,UKESM1-3
Variable landIce.iareagr.tavg-u-hm-gis.yr.GRL (IyrGre.iareagr),1203,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1203,yr landIce CMIP6,iareagr_tavg-u-hm-gis,grounded_ice_sheet_area,"""comment"" was ""Total area of the grounded ice sheets (the component of ice sheet resting over bedrock)""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",,area: sum where grounded_ice_sheet (mask=sfgrlf) time: mean,Greenland,time,yr,Area Covered by Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where grounded_ice_sheet (mask=sfgrlf) time: mean,",GRL,m2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.iareafl.tavg-u-hm-fis.yr.GRL (IyrGre.iareafl),1202,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1202,yr landIce CMIP6,iareafl_tavg-u-hm-fis,floating_ice_shelf_area,"""comment"" was ""Total area of the floating ice shelves (the component of ice sheet that flows over ocean)""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",,area: sum where floating_ice_shelf (mask=sftflf) time: mean,Greenland,time,yr,Area Covered by Floating Ice Shelves,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: sum where floating_ice_shelf (mask=sftflf) time: mean,",GRL,m2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.hfgeoubed.tavg-u-hxy-gis.yr.GRL (IyrGre.hfgeoubed),1201,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1201,yr landIce CMIP6,hfgeoubed_tavg-u-hxy-gis,upward_geothermal_heat_flux_at_ground_level_in_land_ice,"""comment"" was ""Upward geothermal heat flux per unit area beneath land ice""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),Geothermal Heat Flux Beneath Land Ice,xgre ygre time,yr,Geothermal Heat Flux Beneath Land Ice,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",GRL,W m-2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.acabf.tavg-u-hxy-is.yr.GRL (IyrGre.acabf),1200,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1200,yr landIce CMIP6,acabf_tavg-u-hxy-is,land_ice_surface_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet only, to avoid contamination from other surfaces (eg: permafrost)",xgre ygre time,yr,Surface Mass Balance Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.zvelsurf.tavg-u-hxy-is.yr.ATA (IyrAnt.zvelsurf),1199,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1199,yr landIce CMIP6,zvelsurf_tavg-u-hxy-is,land_ice_surface_upward_velocity,"""comment"" was ""A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). The surface called 'surface' means the lower boundary of the atmosphere"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). The surface called ""surface"" means the lower boundary of the atmosphere",xant yant time,yr,Upward Component of Land-Ice Surface Velocity,landIce,,,ATA,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.zvelbase.tavg-u-hxy-is.yr.ATA (IyrAnt.zvelbase),1198,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1198,yr landIce CMIP6,zvelbase_tavg-u-hxy-is,land_ice_basal_upward_velocity,"""comment"" was ""A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). 'basal' means the lower boundary of the atmosphere"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). ""basal"" means the lower boundary of the atmosphere",xant yant time,yr,Upward Component of Land-Ice Basal Velocity,landIce,,,ATA,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.yvelsurf.tavg-u-hxy-is.yr.ATA (IyrAnt.yvelsurf),1197,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1197,yr landIce CMIP6,yvelsurf_tavg-u-hxy-is,land_ice_surface_y_velocity,"""comment"" was ""A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere.'"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""y"" indicates a vector component along the grid y-axis, positive with increasing y. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called ""surface"" means the lower boundary of the atmosphere.'",xant yant time,yr,Y-Component of Land Ice Surface Velocity,landIce,,,ATA,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.yvelmean.tavg-u-hxy-is.yr.ATA (IyrAnt.yvelmean),1196,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1196,yr landIce CMIP6,yvelmean_tavg-u-hxy-is,land_ice_vertical_mean_y_velocity,,area: areacellg,area: time: mean where ice_sheet,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,xant yant time,yr,Y-Component of Land Ice Vertical Mean Velocity,landIce,,,ATA,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.yvelbase.tavg-u-hxy-is.yr.ATA (IyrAnt.yvelbase),1195,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1195,yr landIce CMIP6,yvelbase_tavg-u-hxy-is,land_ice_basal_y_velocity,"""comment"" was ""A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""y"" indicates a vector component along the grid y-axis, positive with increasing y. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. ""basal"" means the lower boundary of the land ice.",xant yant time,yr,Y-Component of Land Ice Basal Velocity,landIce,,,ATA,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.xvelsurf.tavg-u-hxy-is.yr.ATA (IyrAnt.xvelsurf),1194,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1194,yr landIce CMIP6,xvelsurf_tavg-u-hxy-is,land_ice_surface_x_velocity,"""comment"" was ""A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""x"" indicates a vector component along the grid x-axis, positive with increasing x. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called ""surface"" means the lower boundary of the atmosphere.",xant yant time,yr,X-Component of Land Ice Surface Velocity,landIce,,,ATA,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.xvelmean.tavg-u-hxy-is.yr.ATA (IyrAnt.xvelmean),1193,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1193,yr landIce CMIP6,xvelmean_tavg-u-hxy-is,land_ice_vertical_mean_x_velocity,,area: areacellg,area: time: mean where ice_sheet,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,xant yant time,yr,X-Component of Land Ice Vertical Mean Velocity,landIce,,,ATA,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.xvelbase.tavg-u-hxy-is.yr.ATA (IyrAnt.xvelbase),1192,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1192,yr landIce CMIP6,xvelbase_tavg-u-hxy-is,land_ice_basal_x_velocity,"""comment"" was ""A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""x"" indicates a vector component along the grid x-axis, positive with increasing x. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. ""basal"" means the lower boundary of the land ice.",xant yant time,yr,X-Component of Land Ice Basal Velocity,landIce,,,ATA,m s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.topg.tavg-u-hxy-gis.yr.ATA (IyrAnt.topg),1191,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1191,yr landIce CMIP6,topg_tavg-u-hxy-gis,bedrock_altitude,"""cell_methods"" was ""area: time: mean where ice_sheet""; ; ""comment"" was ""The bedrock topography beneath the land ice"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),This is needed in case bed rock elevation changes in time,xant yant time,yr,Bedrock Altitude,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",ATA,m,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.tendlicalvf.tavg-u-hm-is.yr.ATA (IyrAnt.tendlicalvf),1190,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1190,yr landIce CMIP6,tendlicalvf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_calving,"""comment"" was ""The total calving flux over land ice is a spatial integration of the calving flux"";",,area: sum where ice_sheet time: mean,Antarctica,time,yr,Total Calving Flux,landIce,,,ATA,kg s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.tendlibmassbf.tavg-u-hm-is.yr.ATA (IyrAnt.tendlibmassbf),1189,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1189,yr landIce CMIP6,tendlibmassbf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_basal_mass_balance,"""comment"" was ""The total basal mass balance flux over land ice is a spatial integration of the basal mass balance flux"";",,area: sum where ice_sheet time: mean,Antarctica,time,yr,Total Basal Mass Balance Flux,landIce,,,ATA,kg s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.tendacabf.tavg-u-hm-is.yr.ATA (IyrAnt.tendacabf),1188,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1188,yr landIce CMIP6,tendacabf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_surface_mass_balance,"""comment"" was ""The total surface mass balance flux over land ice is a spatial integration of the surface mass balance flux"";",,area: sum where ice_sheet time: mean,Antarctica,time,yr,Total Surface Mass Balance Flux,landIce,,,ATA,kg s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.strbasemag.tavg-u-hxy-is.yr.ATA (IyrAnt.strbasemag),1187,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1187,yr landIce CMIP6,strbasemag_tavg-u-hxy-is,land_ice_basal_drag,,area: areacellg,area: time: mean where ice_sheet,Magnitude of basal drag at land ice base,xant yant time,yr,Land Ice Basal Drag,landIce,,,ATA,Pa,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.snc.tavg-u-hxy-is.yr.ATA (IyrAnt.snc),1186,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1186,yr landIce CMIP6,snc_tavg-u-hxy-is,surface_snow_area_fraction,"""comment"" was ""Percentage of each grid cell that is occupied by snow that rests on land portion of cell."";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet only, to avoid contamination from other surfaces (eg: permafrost)",xant yant time,yr,Snow Area Percentage,landIce,,,ATA,%,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.sftgrf.tavg-u-hxy-u.yr.ATA (IyrAnt.sftgrf),1185,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1185,yr landIce CMIP6,sftgrf_tavg-u-hxy-u,grounded_ice_sheet_area_fraction,"""comment"" was ""Percentage of grid cell covered by grounded ice sheet"";",area: areacellg,area: time: mean,This is needed in case the grounded ice sheet area changes in time (NO floating ice shelf),xant yant time,yr,Grounded Ice Sheet Area Percentage,landIce,,,ATA,%,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.sftflf.tavg-u-hxy-u.yr.ATA (IyrAnt.sftflf),1183,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1183,yr landIce CMIP6,sftflf_tavg-u-hxy-u,floating_ice_shelf_area_fraction,"""comment"" was ""Percentage of grid cell covered by floating ice shelf, the component of the ice sheet that is flowing over sea water"";",area: areacellg,area: time: mean,This is needed in case the floating ice sheet area changes in time (NO grounded ice sheet),xant yant time,yr,Floating Ice Shelf Area Percentage,landIce,,,ATA,%,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.areacell.tavg-u-hxy-u.yr.ATA (IyrAnt.modelCellAreai),1181,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1181,yr landIce CMIP6,areacell_tavg-u-hxy-u,cell_area,"""comment"" was ""Horizontal area of ice-sheet grid cells""; ; ""cell_methods"" was ""area: time: mean"";",area: areacellg,area: sum time: mean,"When interpolated to a regular grid, it should be interpolated (not summed) with a conservative scheme to preserve total area",xant yant time,yr,The Cell Area of the Ice Sheet Model,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: sum time: mean,",ATA,m2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.lithk.tavg-u-hxy-is.yr.ATA (IyrAnt.lithk),1180,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1180,yr landIce CMIP6,lithk_tavg-u-hxy-is,land_ice_thickness,"""comment"" was ""The thickness of the ice sheet"";",area: areacellg,area: time: mean where ice_sheet,This is needed in case ice sheet thickness changes in time,xant yant time,yr,Ice Sheet Thickness,landIce,,,ATA,m,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litemptop.tavg-u-hxy-is.yr.ATA (IyrAnt.litemptop),1179,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1179,yr landIce CMIP6,litemptop_tavg-u-hxy-is,temperature_at_top_of_ice_sheet_model,"""comment"" was ""Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet only, to avoid contamination from other surfaces (eg: permafrost)",xant yant time,yr,Temperature at Top of Ice Sheet Model,landIce,,,ATA,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litempbot.tavg-u-hxy-gis.yr.ATA (IyrAnt.litempbotgr),1178,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1178,yr landIce CMIP6,litempbot_tavg-u-hxy-gis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice sheet - bedrock interface. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded land ice,xant yant time,yr,Basal Temperature of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",ATA,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.litempbot.tavg-u-hxy-fis.yr.ATA (IyrAnt.litempbotfl),1177,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1177,yr landIce CMIP6,litempbot_tavg-u-hxy-fis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice shelf-ocean interface. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating land ice,xant yant time,yr,Basal Temperature of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",ATA,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.limnsw.tavg-u-hm-is.yr.ATA (IyrAnt.limnsw),1176,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1176,yr landIce CMIP6,limnsw_tavg-u-hm-is,land_ice_mass_not_displacing_sea_water,"""comment"" was ""The ice sheet mass is computed as the volume above flotation times density. Changes in land_ice_mass_not_displacing_sea_water will always result in a change in sea level, unlike changes in land_ice_mass which may not result in sea level change (such as melting of the floating ice shelves, or portion of ice that sits on bedrock below sea level)""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",,area: sum where ice_sheet time: mean,Antarctica,time,yr,Ice Sheet Mass That Does not Displace Sea Water,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,",ATA,kg,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.lim.tavg-u-hm-is.yr.ATA (IyrAnt.lim),1175,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1175,yr landIce CMIP6,lim_tavg-u-hm-is,land_ice_mass,"""comment"" was ""The ice sheet mass is computed as the volume times density"";",,area: sum where ice_sheet time: mean,Antarctica,time,yr,Ice Sheet Mass,landIce,,,ATA,kg,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.lifmassbf.tavg-u-hxy-is.yr.ATA (IyrAnt.lifmassbf),1174,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1174,yr landIce CMIP6,lifmassbf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,,area: areacellg,area: time: mean where ice_sheet,Total mass balance at the ice front (or vertical margin). It includes both iceberg calving and melt on vertical ice front,xant yant time,yr,Land Ice Vertical Front Mass Balance Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.licalvf.tavg-u-hxy-is.yr.ATA (IyrAnt.licalvf),1173,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1173,yr landIce CMIP6,licalvf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from iceberg calving. Computed as the rate of mass loss by the ice shelf (in kg s-1) divided by the horizontal area of the ice sheet (m2) in the grid box.,xant yant time,yr,Land Ice Calving Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.libmassbf.tavg-u-hxy-gis.yr.ATA (IyrAnt.libmassbfgr),1172,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1172,yr landIce CMIP6,libmassbf_tavg-u-hxy-gis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base. A negative value means loss of ice. Computed as the total basal mass balance on the grounded land ice portion of the grid cell divided by grounded land ice area in the grid cell. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded land ice,xant yant time,yr,Basal Specific Mass Balance Flux of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.libmassbf.tavg-u-hxy-fis.yr.ATA (IyrAnt.libmassbffl),1171,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1171,yr landIce CMIP6,libmassbf_tavg-u-hxy-fis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base. A negative value means loss of ice. Computed as the total basal mass balance on the floating land ice (floating ice shelf) portion of the grid cell divided by floating land ice (floating ice shelf) area in the grid cell. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating land ice,xant yant time,yr,Basal Specific Mass Balance Flux of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.iareagr.tavg-u-hm-gis.yr.ATA (IyrAnt.iareagr),1170,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1170,yr landIce CMIP6,iareagr_tavg-u-hm-gis,grounded_ice_sheet_area,"""comment"" was ""Total area of the grounded ice sheets (the component of ice sheet resting over bedrock)""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",,area: sum where grounded_ice_sheet (mask=sfgrlf) time: mean,Antarctica,time,yr,Area Covered by Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where grounded_ice_sheet (mask=sfgrlf) time: mean,",ATA,m2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.iareafl.tavg-u-hm-fis.yr.ATA (IyrAnt.iareafl),1169,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1169,yr landIce CMIP6,iareafl_tavg-u-hm-fis,floating_ice_shelf_area,"""comment"" was ""Total area of the floating ice shelves (the component of ice sheet that flows over ocean)""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",,area: sum where floating_ice_shelf (mask=sftflf) time: mean,Antarctica,time,yr,Area Covered by Floating Ice Shelves,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: sum where floating_ice_shelf (mask=sftflf) time: mean,",ATA,m2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.hfgeoubed.tavg-u-hxy-gis.yr.ATA (IyrAnt.hfgeoubed),1168,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1168,yr landIce CMIP6,hfgeoubed_tavg-u-hxy-gis,upward_geothermal_heat_flux_at_ground_level_in_land_ice,"""comment"" was ""Upward geothermal heat flux per unit area beneath land ice""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),Geothermal Heat Flux Beneath Land Ice,xant yant time,yr,Geothermal Heat Flux Beneath Land Ice,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",ATA,W m-2,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.acabf.tavg-u-hxy-is.yr.ATA (IyrAnt.acabf),1167,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1167,yr landIce CMIP6,acabf_tavg-u-hxy-is,land_ice_surface_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet only, to avoid contamination from other surfaces (eg: permafrost)",xant yant time,yr,Surface Mass Balance Flux,landIce,,,ATA,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.tsn.tavg-u-hxy-is.mon.GRL (ImonGre.tsn),1166,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1166,mon landIce CMIP6,tsn_tavg-u-hxy-is,temperature_in_surface_snow,"""comment"" was ""This temperature is averaged over all the snow in the grid cell that rests on land or land ice. When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights. Reported as missing in regions free of snow on land.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,depth: mean area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xgre ygre time,mon,Snow Internal Temperature on Land Ice,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:depth: mean area: time: mean where ice_sheet,",GRL,K,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.snm.tavg-u-hxy-is.mon.GRL (ImonGre.snm),1163,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1163,mon landIce CMIP6,snm_tavg-u-hxy-is,surface_snow_melt_flux,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,The total surface snow melt rate on the land portion of the grid cell divided by the land area in the grid cell; report as zero for snow-free land regions and missing where there is no land.,xgre ygre time,mon,Surface Snow Melt,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.snicem.tavg-u-hxy-is.mon.GRL (ImonGre.snicem),1162,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1162,mon landIce CMIP6,snicem_tavg-u-hxy-is,surface_snow_and_ice_melt_flux,,area: areacellg,area: time: mean where ice_sheet,Loss of snow and ice mass resulting from surface melting. Computed as the total surface melt on the land ice portion of the grid cell divided by land ice area in the grid cell.,xgre ygre time,mon,Surface Snow and Ice Melt Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
Variable landIce.snrefr.tavg-u-hxy-is.mon.GRL (ImonGre.snicefreez),1161,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1161,mon landIce CMIP6,snrefr_tavg-u-hxy-is,surface_snow_and_ice_refreezing_flux,,area: areacellg,area: time: mean where ice_sheet,Mass flux of surface meltwater which refreezes within the snowpack. Computed as the total refreezing on the land ice portion of the grid cell divided by land ice area in the grid cell.,xgre ygre time,mon,Surface Snow and Ice Refreeze Flux,landIce,,,GRL,kg m-2 s-1,CMIP6 CMOR variable,,,,,,,,,
